序號,說明,會計科目,項目,傳票,金額,當期日,月份,借/貸,發票,核對,紙本,電子,金融資產,銀行
2306,台中大學校部-國發創業天使辦公室-停車費,6123,2,WF20200819001,1,2020/8/19 上午 12:00:00,8,1,,v,,,,
2305,台中大學校部-國發創業天使辦公室-停車費,1113,3,WF20200819001,20,2020/8/19 上午 12:00:00,8,2,,v,,,,
2301,油單,6114,1,WF20200820001,96,2020/8/20 上午 12:00:00,8,1,,v,,,,
2302,油單,6123,2,WF20200820001,5,2020/8/20 上午 12:00:00,8,1,,v,,,,
2303,油單,1113,3,WF20200820001,101,2020/8/20 上午 12:00:00,8,2,,v,,,,
2315,系統資訊工作處理收入,1113,3,WF20200824001,1429,2020/8/24 上午 12:00:00,8,1,,,,,,
2316,系統資訊工作處理收入,6123,2,WF20200824001,71,2020/8/24 上午 12:00:00,8,1,,,,,,
2314,系統資訊工作處理收入,4111,1,WF20200824001,1500,2020/8/24 上午 12:00:00,8,2,,,,,,
2292,寄送顧問收入發票郵資,6134,1,WF20200831001,28,2020/8/31 上午 12:00:00,8,1,,v,,,,
2293,寄送顧問收入發票郵資,1113,2,WF20200831001,28,2020/8/31 上午 12:00:00,8,2,,v,,,,
2297,7.8月二聯式發票,6134,1,WF20200825002,15,2020/8/25 上午 12:00:00,8,1,,v,,,,
2298,7.8月二聯式發票,1113,2,WF20200825002,15,2020/8/25 上午 12:00:00,8,2,,v,,,,
2307,109-02-14-公文封,6113,1,WF20200826001,36,2020/8/26 上午 12:00:00,8,1,,v,,,,
2308,109-02-14-公文封,1113,2,WF20200826001,36,2020/8/26 上午 12:00:00,8,2,,v,,,,
2294,油單,6114,1,WF20200829001,109,2020/8/29 上午 12:00:00,8,1,,v,,,,
2295,油單,6123,2,WF20200829001,5,2020/8/29 上午 12:00:00,8,1,,v,,,,
2296,油單,1113,3,WF20200829001,114,2020/8/29 上午 12:00:00,8,2,,v,,,,
2271,8月份薪資,6111,1,WF20200831001,31817,2020/8/31 上午 12:00:00,8,1,,,,,,
2272,8月份勞健保,1281,2,WF20200831001,2328,2020/8/31 上午 12:00:00,8,1,,,,,,
2273,8月份保險費,6120,3,WF20200831001,2474,2020/8/31 上午 12:00:00,8,1,,,,,,
2274,8月份業務支出,1261,4,WF20200831001,655,2020/8/31 上午 12:00:00,8,1,v,,,,,
2275,8月份薪資,2171,5,WF20200831001,2328,2020/8/31 上午 12:00:00,8,2,,,,,,
2276,8月份薪資,2191,6,WF20200831001,34946,2020/8/31 上午 12:00:00,8,2,,,,,,
2320,9月份office,6112,1,WF20200901001,500,2020/9/1 上午 12:00:00,9,1,,,,,,
2321,9月份office,1262,2,WF20200901001,500,2020/9/1 上午 12:00:00,9,2,,,,,,
2322,9月份預付投資、最新消息媒體費,6134,1,WF20200901002,775,2020/9/1 上午 12:00:00,9,1,,,,,,
2323,9月份預付投資、最新消息媒體費,1262,2,WF20200901002,775,2020/9/1 上午 12:00:00,9,2,,,,,,
2324,9月份郵電費,6116,1,WF20200915001,652,2020/9/1 上午 12:00:00,9,1,v,v,,,,
2325,9月份郵電費,6123,2,WF20200915001,33,2020/9/1 上午 12:00:00,9,1,v,v,,,,
2326,9月份郵電費,1113,3,WF20200915001,685,2020/9/1 上午 12:00:00,9,2,v,v,,,,
2327,9月份office365,6112,1,WF20200902001,285,2020/9/2 上午 12:00:00,9,1,,V,,,,
2328,9月份office365,6123,2,WF20200902001,14,2020/9/2 上午 12:00:00,9,1,,V,,,,
2329,9月份office365,1113,3,WF20200902001,299,2020/9/2 上午 12:00:00,9,2,,V,,,,
2381,1090816--油單,6114,1,WF20200904001,48,2020/9/4 上午 12:00:00,9,1,,,,v,,
2382,1090816--油單,6123,2,WF20200904001,2,2020/9/4 上午 12:00:00,9,1,,,,v,,
2383,1090816--油單,1113,3,WF20200904001,50,2020/9/4 上午 12:00:00,9,2,,,,v,,
2384,1090831--郵資-金融評議,6134,1,WF20200904002,28,2020/9/4 上午 12:00:00,9,1,,,,,v,
2385,1090831--郵資-金融評議,1113,2,WF20200904002,28,2020/9/4 上午 12:00:00,9,2,,,,,v,
2372,文具用品-電池,6113,1,WF20200908001,76,2020/9/8 上午 12:00:00,9,1,,v,,,,
2373,文具用品-電池,6123,2,WF20200908001,4,2020/9/8 上午 12:00:00,9,1,,v,,,,
2374,文具用品-電池,1113,3,WF20200908001,80,2020/9/8 上午 12:00:00,9,2,,v,,,,
2339,9月份勞健保支出,6111,1,WF20200910002,2328,2020/9/10 上午 12:00:00,9,1,,,,,,
2340,9月份勞健保支出,1281,2,WF20200910002,2328,2020/9/10 上午 12:00:00,9,2,,,,,,
2388,公司預查-增加營業項目,6134,1,WF20200910003,165,2020/9/10 上午 12:00:00,9,1,,,,v,,
2389,公司預查-增加營業項目,1113,2,WF20200910003,165,2020/9/10 上午 12:00:00,9,2,,,,v,,
2390,公司登記-增加公司章程,6134,1,WF20200911001,715,2020/9/11 上午 12:00:00,9,1,,,,v,,
2391,公司登記-增加公司章程,1113,2,WF20200911001,715,2020/9/11 上午 12:00:00,9,2,,,,v,,
2375,百貨用品,6134,1,WF20200912001,362,2020/9/12 上午 12:00:00,9,1,,v,,,,
2376,百貨用品,6123,2,WF20200912001,18,2020/9/12 上午 12:00:00,9,1,,v,,,,
2377,百貨用品,1113,3,WF20200912001,380,2020/9/12 上午 12:00:00,9,2,,v,,,,
2378,百貨用品,6134,1,WF20200912002,67,2020/9/12 上午 12:00:00,9,1,,v,,,,
2379,百貨用品,6123,2,WF20200912002,3,2020/9/12 上午 12:00:00,9,1,,v,,,,
2380,百貨用品,1113,3,WF20200912002,70,2020/9/12 上午 12:00:00,9,2,,v,,,,
2386,業主購買股本,1113,1,WF20200913001,31817,2020/9/13 上午 12:00:00,9,1,,,,,,
2387,業主購買股本,3113,2,WF20200913001,31817,2020/9/13 上午 12:00:00,9,2,,,,,,
2355,油單,6114,1,WF20200916001,48,2020/9/16 上午 12:00:00,9,1,,v,,,,
2356,油單,6123,2,WF20200916001,2,2020/9/16 上午 12:00:00,9,1,,v,,,,
2357,油單,1113,3,WF20200916001,50,2020/9/16 上午 12:00:00,9,2,,v,,,,
2358,卡典西德,6114,1,WF20200916002,60,2020/9/16 上午 12:00:00,9,1,,v,,,,
2359,卡典西德,1113,2,WF20200916002,60,2020/9/16 上午 12:00:00,9,2,,v,,,,
2352,油單,6114,1,WF20200919001,96,2020/9/19 上午 12:00:00,9,1,,v,,,,
2353,油單,6123,2,WF20200919001,5,2020/9/19 上午 12:00:00,9,1,,v,,,,
2354,油單,1113,3,WF20200919001,101,2020/9/19 上午 12:00:00,9,2,,v,,,,
2349,D/A Quality列印紙,6114,1,WF20200920001,94,2020/9/20 上午 12:00:00,9,1,,v,,,,
2350,D/A Quality列印紙,6123,2,WF20200920001,4,2020/9/20 上午 12:00:00,9,1,,v,,,,
2351,D/A Quality列印紙,1113,3,WF20200920001,98,2020/9/20 上午 12:00:00,9,2,,v,,,,
2366,五金,6134,1,WF20200925001,157,2020/9/25 上午 12:00:00,9,1,,v,,,,
2367,五金,6123,2,WF20200925001,8,2020/9/25 上午 12:00:00,9,1,,v,,,,
2368,五金,1113,3,WF20200925001,165,2020/9/25 上午 12:00:00,9,2,,v,,,,
2360,電話端子6p2c、壓著端子(電導差),6114,1,WF20200929001,21,2020/9/29 上午 12:00:00,9,1,,v,,,,
2361,電話端子6p2c、壓著端子(電導差),6123,2,WF20200929001,1,2020/9/29 上午 12:00:00,9,1,,v,,,,
2362,電話端子6p2c、壓著端子(電導差),1113,3,WF20200929001,22,2020/9/29 上午 12:00:00,9,2,,v,,,,
2363,3M 電極貼片 *50,1240,1,WF20200929002,286,2020/9/29 上午 12:00:00,9,1,,v,,,,
2364,3M 電極貼片 *50,6123,2,WF20200929002,14,2020/9/29 上午 12:00:00,9,1,,v,,,,
2365,3M 電極貼片 *50,1113,3,WF20200929002,300,2020/9/29 上午 12:00:00,9,2,,v,,,,
2369,滑鼠墊,6113,1,WF20200929003,104,2020/9/29 上午 12:00:00,9,1,,v,,,,
2370,滑鼠墊,6123,2,WF20200929003,5,2020/9/29 上午 12:00:00,9,1,,v,,,,
2371,滑鼠墊,1113,3,WF20200929003,109,2020/9/29 上午 12:00:00,9,2,,v,,,,
2330,9月份薪資,6111,1,WF20200930001,31784,2020/9/30 上午 12:00:00,9,1,,,,,,
2331,9月份勞健保,1281,2,WF20200930001,2328,2020/9/30 上午 12:00:00,9,1,,,,,,
2332,9月份保險費,6120,3,WF20200930001,2474,2020/9/30 上午 12:00:00,9,1,,,,,,
2333,9月份業務支出,1261,4,WF20200930001,688,2020/9/30 上午 12:00:00,9,1,,,,v,,
2334,9月份薪資,2171,5,WF20200930001,2474,2020/9/30 上午 12:00:00,9,2,,,,,,
2335,9月份薪資,2191,6,WF20200930001,34800,2020/9/30 上午 12:00:00,9,2,,,,,,
2392,109年金融資產預結算,1121,1,WF20200930002,39981,2020/9/30 上午 12:00:00,9,1,,,,,v,
2393,109年金融資產預結算,1122,2,WF20200930002,39981,2020/9/30 上午 12:00:00,9,2,,,,,v,
2394,預付10-12月的辦公室租金-待重拿發票,1262,1,WF20200930003,1500,2020/9/30 上午 12:00:00,9,1,,,,,,
2395,預付10-12月的辦公室租金-待重拿發票,2171,2,WF20200930003,1500,2020/9/30 上午 12:00:00,9,2,,,,,,
2396,透過損益按公允價值衡量之金融資產評價調整-流動,1122,1,WF20200930004,28435,2020/9/30 上午 12:00:00,9,1,,,,,v,
2397,透過損益按公允價值衡量之金融資產評價調整-流動,2131,2,WF20200930004,28435,2020/9/30 上午 12:00:00,9,2,,,,,v,
2426,10月份office,6112,1,WF20201001001,500,2020/10/1 上午 12:00:00,10,1,,,,,,
2427,10月份office,1262,2,WF20201001001,500,2020/10/1 上午 12:00:00,10,2,,,,,,
2428,10月份預付投資、最新消息媒體費,6134,1,WF20201001002,775,2020/10/1 上午 12:00:00,10,1,,,,,v,
2429,10月份預付投資、最新消息媒體費,1262,2,WF20201001002,775,2020/10/1 上午 12:00:00,10,2,,,,,v,
2430,10月份郵電費,6116,1,WF20200930004,647,2020/9/30 上午 12:00:00,10,1,,v,,,,
2431,10月份郵電費,6123,2,WF20200930004,32,2020/9/30 上午 12:00:00,10,1,,v,,,,
2432,10月份office365,6112,1,WF20201002001,285,2020/10/2 上午 12:00:00,10,1,,V,,,,
,10月份office365,6123,,WF20201002001,14,2020/10/2 上午 12:00:00,10,1,,V,,,,
2433,10月份office365,1113,3,WF20201002001,299,2020/10/2 上午 12:00:00,10,2,,V,,,,
2398,文頁用品-碳粉匣,6113,1,WF20201007001,1000,2020/10/7 上午 12:00:00,10,1,,,,v,,
2399,文頁用品-碳粉匣,6123,2,WF20201007001,50,2020/10/7 上午 12:00:00,10,1,,,,v,,
2400,文頁用品-碳粉匣,1113,3,WF20201007001,1050,2020/10/7 上午 12:00:00,10,2,,,,v,,
2440,10月份薪資支出,2171,1,WF20201010001,2474,2020/10/10 上午 12:00:00,10,1,,,,,,
2441,10月份薪資支出,1113,3,WF20201010001,2474,2020/10/10 上午 12:00:00,10,2,,,,,,
2442,10月份勞健保支出,6111,1,WF20201010002,2328,2020/10/10 上午 12:00:00,10,1,,,,,,
2443,10月份勞健保支出,1281,2,WF20201010002,2328,2020/10/10 上午 12:00:00,10,2,,,,,,
2444,10月份業務支出,6111,1,WF20201010003,655,2020/10/10 上午 12:00:00,10,1,,,,v,,
2445,10月份業務支出,6123,2,WF20201010003,33,2020/10/10 上午 12:00:00,10,1,,,,v,,
2446,10月份業務支出,1113,3,WF20201010003,33,2020/10/10 上午 12:00:00,10,2,,,,v,,
2447,10月份業務支出,1261,4,WF20201010003,655,2020/10/10 上午 12:00:00,10,2,,,,v,,
2448,市政府補件,6134,1,WF20201013001,44,2020/10/13 上午 12:00:00,10,1,,v,,,,
2449,市政府補件,1113,2,WF20201013001,44,2020/10/13 上午 12:00:00,10,2,,v,,,,
2452,油單,6114,1,WF20201014001,107,2020/10/14 上午 12:00:00,10,1,,v,,,,
2453,油單,6123,2,WF20201014001,5,2020/10/14 上午 12:00:00,10,1,,v,,,,
2454,油單,1113,3,WF20201014001,112,2020/10/14 上午 12:00:00,10,2,,v,,,,
2469,市政府補件,6134,1,WF20201022001,60,2020/10/22 上午 12:00:00,10,1,,v,,,,
2470,市政府補件,1113,2,WF20201022001,60,2020/10/22 上午 12:00:00,10,2,,v,,,,
2450,金融評議申請補件,6134,1,WF20201027001,28,2020/10/27 上午 12:00:00,10,1,,v,,,,
2451,金融評議申請補件,1113,2,WF20201027001,28,2020/10/27 上午 12:00:00,10,2,,v,,,,
2455,109-08-05--丁雙、研發材料,6134,1,WF20201028001,19,2020/10/28 上午 12:00:00,10,1,,v,,,,
2456,109-08-05--丁雙、研發材料,6123,2,WF20201028001,1,2020/10/28 上午 12:00:00,10,1,,v,,,,
2457,109-08-05--丁雙、研發材料,1113,3,WF20201028001,20,2020/10/28 上午 12:00:00,10,2,,v,,,,
2458,109-08-06--油單,6114,1,WF20201028002,115,2020/10/28 上午 12:00:00,10,1,,v,,,,
2459,109-08-06--油單,6123,2,WF20201028002,6,2020/10/28 上午 12:00:00,10,1,,v,,,,
2460,109-08-06--油單,1113,3,WF20201028002,121,2020/10/28 上午 12:00:00,10,2,,v,,,,
2461,109-08-14--線材零件、研發材料,6134,1,WF20201028003,10,2020/10/28 上午 12:00:00,10,1,,v,,,,
2462,109-08-14--線材零件、研發材料,1113,2,WF20201028003,10,2020/10/28 上午 12:00:00,10,2,,v,,,,
2463,109-09-21-折疊椅,1563,1,WF20201028005,856,2020/10/28 上午 12:00:00,10,1,,v,v,,,
2464,109-09-21-折疊椅,6123,2,WF20201028005,43,2020/10/28 上午 12:00:00,10,1,,v,v,,,
2465,109-09-21-折疊椅,1113,3,WF20201028005,899,2020/10/28 上午 12:00:00,10,2,,v,v,,,
2466,109-09-21-折疊椅運費,6115,1,WF20201028006,95,2020/10/28 上午 12:00:00,10,1,,v,v,,,
2467,109-09-21-折疊椅運費,6123,2,WF20201028006,5,2020/10/28 上午 12:00:00,10,1,,v,v,,,
2468,109-09-21-折疊椅運費,1113,3,WF20201028006,100,2020/10/28 上午 12:00:00,10,2,,v,v,,,
2471,業主購買股本,1113,1,WF20201028007,5000,2020/10/28 上午 12:00:00,10,1,,,,,,
2472,業主購買股本,3113,2,WF20201028007,5000,2020/10/28 上午 12:00:00,10,2,,,,,,
2473,9月份薪資,2191,1,WF20201028008,5000,2020/10/28 上午 12:00:00,10,1,,,,,,
2474,9月份薪資,1113,2,WF20201028008,5000,2020/10/28 上午 12:00:00,10,2,,,,,,
2669,10月份薪資,6111,1,WF20201031001,30963,2020/10/31 上午 12:00:00,10,1,,,,,,
2670,10月份勞健保,1281,2,WF20201031001,696,2020/10/31 上午 12:00:00,10,1,,,,,,
2671,10月份保險費,6120,3,WF20201031001,2474,2020/10/31 上午 12:00:00,10,1,,,,,,
2672,10月份業務支出,1261,4,WF20201031001,777,2020/10/31 上午 12:00:00,10,1,,,,v,,
2673,10月份薪資,2171,5,WF20201031001,2474,2020/10/31 上午 12:00:00,10,2,,,,,,
2674,10月份薪資,2191,6,WF20201031001,32436,2020/10/31 上午 12:00:00,10,2,,,,,,
2401,11月份office,6112,1,WF20201101001,500,2020/11/1 上午 12:00:00,11,1,,,,,,
2402,11月份office,1262,2,WF20201101001,500,2020/11/1 上午 12:00:00,11,2,,,,,,
2403,11月份預付投資、最新消息媒體費,6134,1,WF20201101002,775,2020/11/1 上午 12:00:00,11,1,,,,,,
2404,11月份預付投資、最新消息媒體費,1262,2,WF20201101002,775,2020/11/1 上午 12:00:00,11,2,,,,,,
2408,11月份office365,6112,1,WF20201002001,285,2020/11/2 上午 12:00:00,11,1,,v,,,,
2409,11月份office365,6123,2,WF20201103001,14,2020/11/2 上午 12:00:00,11,1,,v,,,,
2410,11月份office365,1113,3,WF20201103001,299,2020/11/2 上午 12:00:00,11,2,,v,,,,
2689,11月份業務支出-1104,6111,1,WF20201104001,777,2020/11/4 上午 12:00:00,11,1,,v,,v,,
2690,11月份業務支出-1104,6123,2,WF20201104001,72,2020/11/4 上午 12:00:00,11,1,,v,,v,,
2691,11月份業務支出-1104,1261,3,WF20201104001,657,2020/11/4 上午 12:00:00,11,1,,v,,v,,
2692,11月份業務支出-1104,1113,4,WF20201104001,729,2020/11/4 上午 12:00:00,11,2,,,,v,,
2693,11月份業務支出-1104,1261,5,WF20201104001,777,2020/11/4 上午 12:00:00,11,2,,,,v,,
1,10月份郵電費,1113,3,WF20200930004,679,2020/9/30 上午 12:00:00,10,2,,v,,,,
2405,11月份郵電費,6116,1,WF20201105001,777,2020/11/5 上午 12:00:00,11,1,,v,,,,
2406,11月份郵電費,6123,2,WF20201105001,39,2020/11/5 上午 12:00:00,11,1,,v,,,,
2407,11月份郵電費,1113,3,WF20201105001,816,2020/11/5 上午 12:00:00,11,2,,v,,,,
2638,油資,6114,1,WF20201107001,108,2020/11/7 上午 12:00:00,11,1,,v,,,,
2639,油資,6123,2,WF20201107001,5,2020/11/7 上午 12:00:00,11,1,,v,,,,
2640,油資,1113,3,WF20201107001,113,2020/11/7 上午 12:00:00,11,2,,v,,,,
2417,11月份薪資支出,2171,1,WF20201110001,2474,2020/11/10 上午 12:00:00,11,1,,,,,,
2418,11月份薪資支出,2191,2,WF20201110001,34068,2020/11/10 上午 12:00:00,11,1,,,,,,
2419,11月份薪資支出,1113,3,WF20201110001,36542,2020/11/10 上午 12:00:00,11,2,,,,,,
2420,11月份勞健保支出,6111,1,WF20201110002,696,2020/11/10 上午 12:00:00,11,1,,,,,,
2421,11月份勞健保支出,1281,2,WF20201110002,696,2020/11/10 上午 12:00:00,11,2,,,,,,
2648,1090918--電子材料,1239,1,WF20201101003,53,2020/11/11 上午 12:00:00,11,1,,v,,,,
2649,1090918--電子材料,6123,2,WF20201101003,3,2020/11/11 上午 12:00:00,11,1,,v,,,,
2650,1090918--電子材料,1113,3,WF20201101003,56,2020/11/11 上午 12:00:00,11,2,,v,,,,
2636,國發會資料補件-部分文件要求二次交付,6134,1,WF20201116001,44,2020/11/16 上午 12:00:00,11,1,v,v,,,,
2637,國發會資料補件-部分文件要求二次交付,1113,2,WF20201116001,44,2020/11/16 上午 12:00:00,11,2,v,v,,,,
2641,國發會當天再補件證明文件，計畫書修改，財務報表修改,6134,1,WF20201116002,28,2020/11/16 上午 12:00:00,11,1,,v,,,,
2642,國發會當天再補件證明文件，計畫書修改，財務報表修改,1113,2,WF20201116002,28,2020/11/16 上午 12:00:00,11,2,,v,,,,
2643,出席台北媒合會,6134,1,WF20201124001,19,2020/11/24 上午 12:00:00,11,1,,v,,,,
2644,出席台北媒合會,6123,2,WF20201124001,1,2020/11/24 上午 12:00:00,11,1,,v,,,,
2645,出席台北媒合會,1113,3,WF20201124001,20,2020/11/24 上午 12:00:00,11,2,,v,,,,
2595,引擎除碳器,6134,1,WF20201125001,617,2020/11/25 上午 12:00:00,11,1,v,,,,,
2596,引擎除碳器,6123,2,WF20201125001,31,2020/11/25 上午 12:00:00,11,1,v,,,,,
2597,引擎除碳器,1113,3,WF20201125001,648,2020/11/25 上午 12:00:00,11,2,v,,,,,
2658,董事長購買股本,1113,1,WF20201125002,40000,2020/11/25 上午 12:00:00,11,1,,,,,,
2660,董事長購買股本,1113,1,WF20201125002,23000,2020/11/25 上午 12:00:00,11,1,,,,,,
2659,董事長購買股本,3113,2,WF20201125002,40000,2020/11/25 上午 12:00:00,11,2,,,,,,
2661,董事長購買股本,3113,2,WF20201125002,23000,2020/11/25 上午 12:00:00,11,2,,,,,,
2598,員工年度獎勵伙食,6134,1,WF20201126001,380,2020/11/26 上午 12:00:00,11,1,v,,,,,
2599,員工年度獎勵伙食,6123,2,WF20201126001,19,2020/11/26 上午 12:00:00,11,1,v,,,,,
2600,員工年度獎勵伙食,1113,3,WF20201126001,399,2020/11/26 上午 12:00:00,11,2,v,,,,,
2601,郵資,6134,1,WF20201127001,28,2020/11/27 上午 12:00:00,11,1,v,,,,,
2602,郵資,1113,2,WF20201127001,28,2020/11/27 上午 12:00:00,11,2,v,,,,,
2603,油資,6114,1,WF20201129001,110,2020/11/29 上午 12:00:00,11,1,v,,,,,
2604,油資,6123,2,WF20201129001,5,2020/11/29 上午 12:00:00,11,1,v,,,,,
2605,油資,1113,3,WF20201129001,115,2020/11/29 上午 12:00:00,11,2,v,,,,,
2675,11月份薪資,6111,7,WF20201130001,15210,2020/11/30 上午 12:00:00,11,1,,,,,,
2676,11月份勞健保,1281,8,WF20201130001,696,2020/11/30 上午 12:00:00,11,1,,,,,,
2677,11月份保險費,6120,9,WF20201130001,2474,2020/11/30 上午 12:00:00,11,1,,,,,,
2678,11月份業務支出,1261,10,WF20201130001,1150,2020/11/30 上午 12:00:00,11,1,,,,v,,
2679,11月份薪資-包括11月少收之業務支出,2171,11,WF20201130001,2474,2020/11/30 上午 12:00:00,11,2,,,,v,,
2680,11月份薪資,2191,12,WF20201130001,17056,2020/11/30 上午 12:00:00,11,2,,,,,,
2646,1090914--增加營業項目，修改章程,6134,1,WF20201130002,700,2020/11/30 上午 12:00:00,11,1,,v,,,,
2647,1090914--增加營業項目，修改章程,1113,2,WF20201130002,700,2020/11/30 上午 12:00:00,11,2,,v,,,,
2651,1090830--租金,1262,1,WF20201130003,1500,2020/11/30 上午 12:00:00,11,1,,v,,,,
2652,1090830--租金,1113,2,WF20201130003,1500,2020/11/30 上午 12:00:00,11,2,,v,,,,
2653,1090913--影印費用,1284,1,WF20201130004,100,2020/11/30 上午 12:00:00,11,1,,v,,,,
2654,1090913--影印費用,1113,2,WF20201130004,100,2020/11/30 上午 12:00:00,11,2,,v,,,,
2655,1090504--電子零件一批--補充研發材料,1240,1,WF20201130005,1002,2020/11/30 上午 12:00:00,11,1,,v,,,,
2656,1090504--電子零件一批--補充研發材料,6123,2,WF20201130005,50,2020/11/30 上午 12:00:00,11,1,,v,,,,
2657,1090504--電子零件一批--補充研發材料,1113,3,WF20201130005,1052,2020/11/30 上午 12:00:00,11,2,,v,,,,
2606,12月份office,6112,1,WF20201201001,500,2020/12/1 上午 12:00:00,12,1,,,,,,
2607,12月份office,1262,2,WF20201201001,500,2020/12/1 上午 12:00:00,12,2,,,,,,
2608,12月份預付投資、最新消息媒體費,6134,1,WF20201201002,775,2020/12/1 上午 12:00:00,12,1,,,,,,
2609,12月份預付投資、最新消息媒體費,1262,2,WF20201201002,775,2020/12/1 上午 12:00:00,12,2,,,,,,
2610,12月份郵電費-1216,6116,1,WF20201201003,830,2020/12/1 上午 12:00:00,12,1,,v,,,,
2611,12月份郵電費-1216,6123,2,WF20201201003,41,2020/12/1 上午 12:00:00,12,1,,v,,,,
2612,12月份郵電費-1216,1113,3,WF20201201003,871,2020/12/1 上午 12:00:00,12,2,,v,,,,
2613,12月份office365-1202,6112,1,WF20201203001,285,2020/12/3 上午 12:00:00,12,1,,v,,,,
2614,12月份office365-1202,6123,2,WF20201203001,14,2020/12/3 上午 12:00:00,12,1,,v,,,,
2615,12月份office365-1202,1113,3,WF20201203001,299,2020/12/3 上午 12:00:00,12,2,,v,,,,
2622,12月份薪資支出,2171,1,WF20201210001,3206,2020/12/10 上午 12:00:00,12,1,,,,,,
2623,12月份薪資支出,2191,2,WF20201210001,18229,2020/12/10 上午 12:00:00,12,1,,,,,,
2624,12月份薪資支出,1113,3,WF20201210001,21435,2020/12/10 上午 12:00:00,12,2,,,,,,
2625,12月份勞健保支出,6111,1,WF20201210002,696,2020/12/10 上午 12:00:00,12,1,,,,,,
2626,12月份勞健保支出,1281,2,WF20201210002,696,2020/12/10 上午 12:00:00,12,2,,,,,,
2627,12月份業務支出,6111,1,WF20201210003,1150,2020/12/10 上午 12:00:00,12,1,,,,v,,
2628,12月份業務支出,6123,2,WF20201210003,57,2020/12/10 上午 12:00:00,12,1,,,,v,,
2629,12月份業務支出,1113,3,WF20201210003,57,2020/12/10 上午 12:00:00,12,2,,,,v,,
2630,12月份業務支出,1261,4,WF20201210003,1150,2020/12/10 上午 12:00:00,12,2,,,,v,,
2631,油資,6123,1,WF20201212001,6,2020/12/12 上午 12:00:00,12,1,v,,,,,
2633,油資,6114,2,WF20201212001,112,2020/12/12 上午 12:00:00,12,1,v,,,,,
2632,油資,1113,3,WF20201212001,118,2020/12/12 上午 12:00:00,12,2,v,,,,,
2662,董事長購買股本,1113,1,WF20201214001,15210,2020/12/14 上午 12:00:00,12,1,,,,,,
2663,董事長購買股本,3113,2,WF20201214001,15210,2020/12/14 上午 12:00:00,12,2,,,,,,
2634,停車費用-停車亭-民生物聯網-劍潭捷運站,6134,1,WF20201218001,20,2020/12/18 上午 12:00:00,12,1,v,,,,,
2635,停車費用-停車亭-民生物聯網-劍潭捷運站,1113,2,WF20201218001,20,2020/12/18 上午 12:00:00,12,2,v,,,,,
2681,12月份薪資,1261,1,WF20201231001,16283,2020/12/31 上午 12:00:00,12,1,,,,,,
2682,12月份薪資,1281,2,WF20201231001,696,2020/12/31 上午 12:00:00,12,1,,,,,,
2683,12月份薪資,6120,3,WF20201231001,2474,2020/12/31 上午 12:00:00,12,1,,,,,,
2684,12月份薪資,1261,4,WF20201231001,1178,2020/12/31 上午 12:00:00,12,1,,,,,,
2685,12月份薪資,2171,5,WF20201231001,2474,2020/12/31 上午 12:00:00,12,2,,,,,,
2686,12月份薪資,2191,6,WF20201231001,18157,2020/12/31 上午 12:00:00,12,2,,,,,,
2687,業務支出短少，薪資給付,6111,1,WF20201231002,520,2020/12/31 上午 12:00:00,12,1,,,,v,,
2688,業務支出短少，薪資給付,1261,2,WF20201231002,520,2020/12/31 上午 12:00:00,12,2,,,,v,,
2694,110年1月份業務支出,6111,6,WF20201231003,658,2020/12/31 上午 12:00:00,12,1,,,,v,,
2695,110年1月份業務支出,6123,7,WF20201231003,33,2020/12/31 上午 12:00:00,12,1,,,,v,,
2696,110年1月份業務支出,1261,8,WF20201231003,658,2020/12/31 上午 12:00:00,12,2,,,,v,,
2697,110年1月份業務支出,1113,9,WF20201231003,33,2020/12/31 上午 12:00:00,12,2,,,,v,,
